id,observed_on_string,observed_on,time_observed_at,time_zone,out_of_range,user_id,user_login,created_at,updated_at,quality_grade,license,url,image_url,tag_list,description,id_please,num_identification_agreements,num_identification_disagreements,captive_cultivated,oauth_application_id,place_guess,latitude,longitude,positional_accuracy,geoprivacy,positioning_method,positioning_device,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id
2988158,Wed Apr 20 2016 15:58:29 GMT-0700 (PDT),2016-04-20,2016-04-20 22:58:29 UTC,Pacific Time (US & Canada),false,3631,ajzellmer,2016-04-21 01:44:16 UTC,2016-04-21 02:26:29 UTC,research,,http://www.inaturalist.org/observations/2988158,https://static.inaturalist.org/photos/3435874/medium.jpg?1461203071,,,false,1,0,false,3,"Angeles National Forest, La Cañada Flintridge, CA, US",34.2663116667,-118.1469888333,,,,,California Newt,Taricha torosa,California Newt,Amphibia,27818
2994433,2016-04-18,2016-04-18,,Pacific Time (US & Canada),true,21786,natureinla,2016-04-21 18:02:21 UTC,2016-10-17 17:34:42 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/2994433,https://static.inaturalist.org/photos/3443631/medium.jpg?1461261742,"social media, twitter","From Twitter:

Egg Pickler ‏@eggpickler  Apr 18
@NatureinLA  California Newt in the Arroyo Seco #NatureinLA ",false,1,0,false,,"arroyo seco, los angeles",34.091346,-118.206686,4713,,,,California Newt,Taricha torosa,California Newt,Amphibia,27818
2994678,2016-04-18,2016-04-18,,Pacific Time (US & Canada),true,21786,natureinla,2016-04-21 18:16:14 UTC,2016-10-13 00:06:40 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/2994678,https://static.inaturalist.org/photos/3443893/medium.jpg?1461262580,"social media, twitter","From Twitter:

Salamanda ‏@ajzellmer  Apr 18
Hi there, newt! #NatureinLA #tarichatorosa #switzerfalls #oxyorganisms #fieldtrip",false,1,0,false,,"switzer falls, los angeles",34.052234,-118.243685,55115,,,,California Newt,Taricha torosa,California Newt,Amphibia,27818
2995221,2016-04-16,2016-04-16,,Pacific Time (US & Canada),false,21786,natureinla,2016-04-21 18:41:09 UTC,2016-04-22 01:23:50 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/2995221,https://static.inaturalist.org/photos/3444516/medium.jpg?1461264072,"social media, Facebook","Observation and photos taken by Kat Halsey, sent via Facebook #NatureinLA.",false,1,0,false,,"34.266239 N, 118.1457 W",34.266239,-118.1457,,,,,California Newt,Taricha torosa,California Newt,Amphibia,27818
2996026,2016-04-16,2016-04-16,,Pacific Time (US & Canada),false,21786,natureinla,2016-04-21 19:24:47 UTC,2016-04-22 00:50:22 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/2996026,https://static.inaturalist.org/photos/3445437/medium.jpg?1461266694,"social media, Facebook","Observation and photos taken by Kat Halsey, sent via Facebook #NatureinLA.",false,1,0,false,,"34.266239 N, 118.1457 W",34.266239,-118.1457,,,,,California Newt,Taricha torosa,California Newt,Amphibia,27818
3002815,Sat Apr 16 2016 14:44:35 GMT-0700 (PDT),2016-04-16,2016-04-16 21:44:35 UTC,Pacific Time (US & Canada),false,142547,ycarnice,2016-04-22 14:55:02 UTC,2016-04-22 15:00:47 UTC,needs_id,,http://www.inaturalist.org/observations/3002815,https://static.inaturalist.org/photos/3454120/medium.jpg?1461336908,,,false,0,0,false,3,"Ventana Wilderness, Big Sur, CA, US",36.249325,-121.687425,,,,,California Newt,Taricha torosa,California Newt,Amphibia,27818
3011941,2016-04-22,2016-04-22,,Pacific Time (US & Canada),false,2873,jmaughn,2016-04-23 16:10:19 UTC,2016-04-25 23:08:34 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/3011941,https://static.inaturalist.org/photos/3464950/medium.jpg?1461427887,"","",false,2,0,false,,"California, US",37.3530271072,-122.2038277903,,obscured,,"",California Newt,Taricha torosa,California Newt,Amphibia,27818
3020869,2016-04-23 09:34:02,2016-04-23,2016-04-23 16:34:02 UTC,Pacific Time (US & Canada),false,10285,finatic,2016-04-24 15:27:15 UTC,2016-08-03 16:12:36 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/3020869,https://static.inaturalist.org/photos/3476349/medium.jpg?1461511727,California Newt,"San Diego County, California, US",false,8,0,false,,"San Diego County, Cleveland National Forest, US-CA, US",32.856903329,-116.7657503853,,obscured,,,California Newt,Taricha torosa,California Newt,Amphibia,27818
3021798,2016-04-24 9:55:30 AM PDT,2016-04-24,2016-04-24 16:55:30 UTC,Pacific Time (US & Canada),false,176076,joseph_j,2016-04-24 17:45:42 UTC,2016-11-30 21:12:58 UTC,research,CC-BY,http://www.inaturalist.org/observations/3021798,https://static.inaturalist.org/photos/3519387/medium.jpeg?1461944349,,,false,1,0,false,,"Santa Rosa, CA 95404",38.5746761831,-122.7066602267,6,,,,California Newt,Taricha torosa,California Newt,Amphibia,27818
3030500,2016-04-13,2016-04-13,,Pacific Time (US & Canada),false,21786,natureinla,2016-04-25 18:25:38 UTC,2016-04-28 05:11:33 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/3030500,https://static.inaturalist.org/photos/3488489/medium.JPG?1461608741,"email, nature@nhm.org",Observation and photo submitted by Richard Selzer via email to nature@nhm.org,false,1,0,false,,"1501 Will Rodgers, Ca",34.054933,-118.512568,,,,,California Newt,Taricha torosa,California Newt,Amphibia,27818
3035534,2016-04-23 12:16:00 PM PDT,2016-04-23,2016-04-23 19:16:00 UTC,Pacific Time (US & Canada),false,10805,sarahw,2016-04-26 06:57:53 UTC,2016-04-26 19:05:17 UTC,research,,http://www.inaturalist.org/observations/3035534,https://static.inaturalist.org/photos/3494544/medium.jpeg?1461653900,,,true,2,0,false,,"Middle Burdell Fire Rd Novato, CA 94945",38.1371435823,-122.5928568095,2064,,gps,gps,California Newt,Taricha torosa,California Newt,Amphibia,27818
3038881,2016-04-22 09:01:11,2016-04-22,2016-04-22 16:01:11 UTC,Pacific Time (US & Canada),false,218552,cmurphy,2016-04-26 22:03:47 UTC,2016-07-19 18:56:42 UTC,research,,http://www.inaturalist.org/observations/3038881,https://static.inaturalist.org/photos/3498842/medium.jpg?1461708232,,Front deck visitor,true,2,0,false,,"Mendocino County, US-CA, US",39.1518167,-123.2068708,50,,,,California Newt,Taricha torosa,California Newt,Amphibia,27818
3049519,Wed Feb 17 2016 08:33:30 GMT-0800 (PST),2016-02-17,2016-02-17 16:33:30 UTC,Pacific Time (US & Canada),false,216883,justo-g,2016-04-28 17:48:38 UTC,2016-12-08 21:38:27 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/3049519,https://static.inaturalist.org/photos/3512763/medium.jpg?1461868807,,,false,1,0,false,3,"12179–12263 Limekiln Canyon Rd, Chatsworth, CA, US",34.3050312599,-118.5531322135,178,,,,California Newt,Taricha torosa,California Newt,Amphibia,27818
3053344,Mon Nov 02 2015 17:01:45 GMT-0800 (PST),2015-11-02,2015-11-03 01:01:45 UTC,Pacific Time (US & Canada),false,849,mmhalbur,2016-04-29 05:15:21 UTC,2017-01-16 00:38:29 UTC,research,,http://www.inaturalist.org/observations/3053344,https://static.inaturalist.org/photos/3517195/medium.jpg?1461906933,,,false,1,0,false,3,"3625 Franz Valley Rd, Santa Rosa, CA, US",38.5702833333,-122.6885916667,,,,,California Newt,Taricha torosa,California Newt,Amphibia,27818
3062688,Mon Feb 15 2016 11:11:50 GMT-0800 (PST),2016-02-15,2016-02-15 19:11:50 UTC,Pacific Time (US & Canada),false,227933,marcus7,2016-04-30 16:48:08 UTC,2016-05-01 14:35:47 UTC,research,,http://www.inaturalist.org/observations/3062688,https://static.inaturalist.org/photos/3528455/medium.jpg?1462034950,,"Banana Slug, mystery amphibian (California newt?) encounter. ",true,2,0,false,3,"Butano State Park, Pescadero, CA, US",37.211155,-122.3324883333,,,,,California Newt,Taricha torosa,California Newt,Amphibia,27818
3070475,2016-04-23 08:33:59,2016-04-23,2016-04-23 15:33:59 UTC,Pacific Time (US & Canada),false,27743,jaykeller,2016-05-01 04:44:12 UTC,2016-08-03 17:14:30 UTC,research,,http://www.inaturalist.org/observations/3070475,https://static.inaturalist.org/photos/3538458/medium.jpg?1462077861,"","",false,1,0,false,,"California, United States",32.963408,-116.664476,,,,"",California Newt,Taricha torosa,California Newt,Amphibia,27818
3074683,Sun May 01 2016 08:57:08 GMT-0700 (PDT),2016-05-01,2016-05-01 15:57:08 UTC,Pacific Time (US & Canada),false,223171,nativelife,2016-05-01 20:55:09 UTC,2016-10-13 00:06:11 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/3074683,https://static.inaturalist.org/photos/3544033/medium.jpg?1462136118,,,false,1,0,false,3,"Angeles National Forest, Duarte, CA, US",34.1684202897,-117.9259751459,5,,,,California Newt,Taricha torosa,California Newt,Amphibia,27818
3074708,Sun May 01 2016 09:54:31 GMT-0700 (PDT),2016-05-01,2016-05-01 16:54:31 UTC,Pacific Time (US & Canada),false,223171,nativelife,2016-05-01 20:57:04 UTC,2016-10-30 19:45:24 UTC,needs_id,CC-BY-NC,http://www.inaturalist.org/observations/3074708,https://static.inaturalist.org/photos/3544065/medium.jpg?1462136231,,,false,0,0,false,3,"Angeles MRCA Open Space, Los Angeles County, US-CA, US",34.1775817937,-117.9279738107,5,,,,,Taricha torosa,California Newt,Amphibia,27818
3078687,2016-03-22 10:44:58,2016-03-22,2016-03-22 20:44:58 UTC,Hawaii,false,170031,kevintran,2016-05-02 04:57:40 UTC,2016-05-02 06:33:09 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/3078687,https://static.inaturalist.org/photos/3549664/medium.JPG?1462165062,"","",false,1,0,false,,eaton canyon waterfall,34.194609,-118.102501,288,,,,California Newt,Taricha torosa,California Newt,Amphibia,27818
3079161,Tue Mar 22 2016 15:14:11 GMT-0700 (PDT),2016-03-22,2016-03-22 22:14:11 UTC,Pacific Time (US & Canada),false,168925,johnmarrow,2016-05-02 07:14:47 UTC,2016-05-02 13:06:43 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/3079161,https://static.inaturalist.org/photos/3550403/medium.jpg?1462173291,,,false,2,0,false,3,"Angeles National Forest, La Cañada Flintridge, CA, US",34.2077216667,-118.0321666667,,,,,California Newt,Taricha torosa,California Newt,Amphibia,27818
3082847,2016-05-01,2016-05-01,,Pacific Time (US & Canada),false,221979,peggywu,2016-05-02 20:20:50 UTC,2016-05-02 21:23:24 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/3082847,https://static.inaturalist.org/photos/3555422/medium.JPG?1462220454,"",This newt was in the stream maybe a mile up the trail from the parking lot. 9 am Pacific Time.,false,1,0,false,,Fish Canyon Falls Duarte,34.174104,-117.925551,109,,,,California Newt,Taricha torosa,California Newt,Amphibia,27818
3090379,Tue Mar 22 2016 15:12:37 GMT-0700 (PDT),2016-03-22,2016-03-22 22:12:37 UTC,Pacific Time (US & Canada),false,170009,jbuzoianu,2016-05-03 16:15:47 UTC,2016-05-08 17:12:51 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/3090379,https://static.inaturalist.org/photos/3562925/medium.jpg?1462292168,,,false,3,0,false,3,"Angeles National Forest, La Cañada Flintridge, CA, US",34.2075116667,-118.0321666667,,,,,California Newt,Taricha torosa,California Newt,Amphibia,27818
3122331,2014-12-03 16:21:06,2014-12-03,2014-12-03 22:21:06 UTC,Central Time (US & Canada),false,173577,salamandersquad,2016-05-08 00:46:32 UTC,2016-05-25 01:32:26 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/3122331,https://static.inaturalist.org/photos/3611275/medium.jpg?1462668395,"Taricha, California",,false,1,0,false,,"San Mateo, California, United States",37.4064305556,-122.2059333333,,,,,California Newt,Taricha torosa,California Newt,Amphibia,27818
3122352,2015-01-26 16:58:16,2015-01-26,2015-01-26 22:58:16 UTC,Central Time (US & Canada),false,173577,salamandersquad,2016-05-08 00:53:23 UTC,2017-01-16 00:04:54 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/3122352,https://static.inaturalist.org/photos/3611303/medium.jpg?1462668807,"Taricha, California","",false,1,0,false,,Stanford,37.424106,-122.166076,2977,,,,California Newt,Taricha torosa,California Newt,Amphibia,27818
3122379,Sat May 07 2016 17:57:39 GMT-0700 (PDT),2016-05-07,2016-05-08 00:57:39 UTC,Pacific Time (US & Canada),false,23557,gbarrett,2016-05-08 00:58:31 UTC,2016-09-23 03:18:45 UTC,needs_id,CC-BY,http://www.inaturalist.org/observations/3122379,https://static.inaturalist.org/photos/3611348/medium.jpg?1462669125,,Congregating near a stream ,true,0,0,false,3,"95014, Cupertino, CA, US",37.2827799479,-122.0844891017,5,,,,California Newt,Taricha torosa,California Newt,Amphibia,27818
3124109,Fri May 06 2016 16:22:33 GMT-0700 (PDT),2016-05-06,2016-05-06 23:22:33 UTC,Pacific Time (US & Canada),false,6126,bretthall,2016-05-08 06:48:13 UTC,2016-05-08 15:24:55 UTC,research,CC-BY,http://www.inaturalist.org/observations/3124109,https://static.inaturalist.org/photos/3613878/medium.jpg?1462690106,,,false,2,0,false,3,"Santa Cruz County, US-CA, US",37.076125,-122.2430333333,,,,,California Newt,Taricha torosa,California Newt,Amphibia,27818
3125520,2016-04-29,2016-04-29,,Pacific Time (US & Canada),false,3342,hfabian,2016-05-08 15:41:42 UTC,2016-05-09 03:24:01 UTC,research,,http://www.inaturalist.org/observations/3125520,https://static.inaturalist.org/photos/3615172/medium.jpg?1462722104,"","",false,4,0,false,,Briones Regional Park,37.932717,-122.1381,3847,,,,California Newt,Taricha torosa,California Newt,Amphibia,27818
3129471,Sun May 08 2016 10:35:52 GMT-0700 (PDT),2016-05-08,2016-05-08 17:35:52 UTC,Pacific Time (US & Canada),false,85453,lalawette,2016-05-09 02:36:37 UTC,2016-08-02 20:43:11 UTC,research,,http://www.inaturalist.org/observations/3129471,https://static.inaturalist.org/photos/3620884/medium.jpg?1462761407,,,false,3,0,false,3,"Cleveland National Forest, Silverado, CA, US",33.7121932094,-117.5829984914,1735,,,,California Newt,Taricha torosa,California Newt,Amphibia,27818
3143726,2016-05-10,2016-05-10,,Pacific Time (US & Canada),false,64372,richardwasson,2016-05-10 21:51:24 UTC,2016-05-11 15:40:39 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/3143726,https://static.inaturalist.org/photos/3635505/medium.JPG?1462917087,"","",false,1,0,false,,"Bouverie Preserve, Glen Ellen, California",38.366793,-122.509274,16,,,,California Newt,Taricha torosa,California Newt,Amphibia,27818
3154298,Wed May 11 2016 10:17:47 GMT-0700 (PDT),2016-05-11,2016-05-11 17:17:47 UTC,Pacific Time (US & Canada),false,150376,aarenas,2016-05-12 00:26:19 UTC,2016-05-13 17:45:07 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/3154298,https://static.inaturalist.org/photos/3645936/medium.jpg?1463012785,"",Saw 3 different Newts,false,1,0,false,3,cold creek canyon preserve,34.091814,-118.647495,,,,,California Newt,Taricha torosa,California Newt,Amphibia,27818
3154301,Wed May 11 2016 10:21:19 GMT-0700 (PDT),2016-05-11,2016-05-11 17:21:19 UTC,Pacific Time (US & Canada),false,150376,aarenas,2016-05-12 00:27:07 UTC,2016-05-24 06:18:11 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/3154301,https://static.inaturalist.org/photos/3645941/medium.jpg?1463012832,"","",false,3,0,false,3,cold creek canyon preserve,34.09153,-118.647388,,,,,California Newt,Taricha torosa,California Newt,Amphibia,27818
3166113,2016-05-13,2016-05-13,,Pacific Time (US & Canada),false,64372,richardwasson,2016-05-13 19:41:32 UTC,2016-05-18 05:44:49 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/3166113,https://static.inaturalist.org/photos/3661103/medium.JPG?1463168497,"",The pond they were hatched in has dried up and there were small newts under all the rocks.  ,false,2,0,false,,"Bouverie Preserve, Glen Ellen, California",38.366795,-122.509235,,,,,California Newt,Taricha torosa,California Newt,Amphibia,27818
3169164,Wed May 11 2016 19:08 GMT-0700 (PDT),2016-05-11,2016-05-12 02:08:00 UTC,Pacific Time (US & Canada),false,6971,silversea_starsong,2016-05-14 03:09:53 UTC,2016-05-14 03:40:35 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/3169164,https://static.inaturalist.org/photos/3664962/medium.JPG?1463195397,"",And it only took me 5 years to find one.,false,1,0,false,,"Switzer, Los Angeles County, US-CA, US",34.265525,-118.14829,8,,,,California Newt,Taricha torosa,California Newt,Amphibia,27818
3174806,Sat May 14 2016 11:09:20 GMT-0700 (PDT),2016-05-14,2016-05-14 18:09:20 UTC,Pacific Time (US & Canada),false,179606,carlyboyddovideo,2016-05-14 21:08:20 UTC,2016-05-24 06:10:08 UTC,research,,http://www.inaturalist.org/observations/3174806,https://static.inaturalist.org/photos/3671584/medium.jpg?1463260154,,,false,4,0,false,3,"2908 Reservoir Canyon Rd, San Luis Obispo, CA, US",35.2907033333,-120.62832,,,,,California Newt,Taricha torosa,California Newt,Amphibia,27818
3208989,2016-05-16,2016-05-16,,Pacific Time (US & Canada),false,22542,npskaty,2016-05-18 23:39:16 UTC,2016-05-19 13:21:37 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/3208989,https://static.inaturalist.org/photos/3714469/medium.JPG?1463614760,"",Adult.,false,3,0,false,,"California, US",34.1082824427,-118.6413363242,,obscured,,,California Newt,Taricha torosa,California Newt,Amphibia,27818
3238654,Fri May 20 2016 17:12:53 GMT-0700 (PDT),2016-05-20,2016-05-21 00:12:53 UTC,Pacific Time (US & Canada),false,14744,bbell,2016-05-21 02:55:09 UTC,2016-05-21 07:12:23 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/3238654,https://static.inaturalist.org/photos/3748723/medium.jpg?1463799368,,,false,1,0,false,3,"225 Mount Hermon Rd, Scotts Valley, CA, US",37.0453611667,-122.0301888333,,,,,California Newt,Taricha torosa,California Newt,Amphibia,27818
3240468,2015-11-15 8:36:18 AM PST,2015-11-15,2015-11-15 16:36:18 UTC,Pacific Time (US & Canada),false,244501,lherrera424,2016-05-21 06:44:52 UTC,2016-05-23 18:24:07 UTC,needs_id,CC-BY-NC,http://www.inaturalist.org/observations/3240468,https://static.inaturalist.org/photos/3751118/medium.jpeg?1463813101,,Came across this Newt in Sykes Hot Springs.,true,0,0,false,,"Big Sur, CA 93920",36.2518975927,-121.6898572817,258,,gps,gps,California Newt,Taricha torosa,California Newt,Amphibia,27818
3249952,Fri May 20 2016 09:47:05 GMT-0700 (PDT),2016-05-20,2016-05-20 16:47:05 UTC,Pacific Time (US & Canada),false,10814,smartrf,2016-05-21 16:57:36 UTC,2016-05-22 03:47:01 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/3249952,https://static.inaturalist.org/photos/3759552/medium.jpg?1463849867,"","",false,2,0,false,3,"solstic canyon, malibu, ca",34.040254,-118.753868,8,,,,California Newt,Taricha torosa,California Newt,Amphibia,27818
3258610,2016-03-15,2016-03-15,,Pacific Time (US & Canada),false,3342,hfabian,2016-05-21 21:58:43 UTC,2016-08-21 06:13:10 UTC,research,,http://www.inaturalist.org/observations/3258610,https://static.inaturalist.org/photos/3768555/medium.jpg?1463867925,"","",false,1,0,false,,Fernandez Ranch,38.000789,-122.209361,311,,,,California Newt,Taricha torosa,California Newt,Amphibia,27818
3272182,2016/05/21 11:49 AM -0700,2016-05-21,2016-05-21 18:49:00 UTC,Arizona,false,212101,jschweg,2016-05-22 20:05:49 UTC,2016-09-23 03:22:52 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/3272182,https://static.inaturalist.org/photos/3783494/medium.jpg?1463947446,"",,false,1,0,false,,"Palo Alto, CA, USA",37.3169079517,-122.1723276444,153,,,,California Newt,Taricha torosa,California Newt,Amphibia,27818
3272397,Sun May 22 2016 11:41:56 GMT-0700 (PDT),2016-05-22,2016-05-22 18:41:56 UTC,Pacific Time (US & Canada),false,53859,zachbehrens,2016-05-22 20:35:13 UTC,2016-05-22 22:00:27 UTC,research,,http://www.inaturalist.org/observations/3272397,https://static.inaturalist.org/photos/3783836/medium.jpg?1463949321,"",Maybe?,true,1,0,false,3,"Topanga, Topanga State Park, Santa Monica Mountains National Recreation Area, Los Angeles County, US-CA, US",34.088863,-118.569163,,,,,California Newt,Taricha torosa,California Newt,Amphibia,27818
3310045,Wed Dec 17 2014 10:50:48 GMT-0800 (PST),2014-12-17,2014-12-17 18:50:48 UTC,Pacific Time (US & Canada),false,247029,caletusbobetus,2016-05-26 22:53:15 UTC,2016-05-27 01:32:13 UTC,research,,http://www.inaturalist.org/observations/3310045,https://static.inaturalist.org/photos/3825667/medium.jpg?1464303198,,,false,1,0,false,3,"San Francisco State Fish and Game Refuge, Redwood City, CA, US",37.4725601492,-122.3303976116,420,,,,California Newt,Taricha torosa,California Newt,Amphibia,27818
3337212,2016-05-29 10:08:07,2016-05-29,2016-05-29 17:08:07 UTC,Pacific Time (US & Canada),false,80445,cdegroof,2016-05-30 03:33:36 UTC,2016-05-30 14:39:27 UTC,research,,http://www.inaturalist.org/observations/3337212,https://static.inaturalist.org/photos/3854211/medium.JPG?1464579218,"",Juvenile next to an adult.  We found 119 newts on this stretch of stream.,false,2,0,false,,"Los Angeles County, US-CA, US",34.3600971396,-118.1879662466,,obscured,,,California Newt,Taricha torosa,California Newt,Amphibia,27818
3343515,Mon May 30 2016 08:11:06 GMT-0700 (PDT),2016-05-30,2016-05-30 15:11:06 UTC,Pacific Time (US & Canada),false,201119,sarahwenner,2016-05-30 23:46:11 UTC,2016-09-03 21:56:46 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/3343515,https://static.inaturalist.org/photos/3863543/medium.jpg?1464667095,,,false,2,0,false,3,"Point Mugu State Park, Thousand Oaks, CA, US",34.1410945,-118.947905,,,,,California Newt,Taricha torosa,California Newt,Amphibia,27818
3344404,2016-05-16,2016-05-16,,Eastern Time (US & Canada),false,2061,kgarner,2016-05-31 02:10:08 UTC,2016-05-31 02:23:04 UTC,research,,http://www.inaturalist.org/observations/3344404,https://static.inaturalist.org/photos/3862304/medium.JPG?1464660610,"","Circle X Ranch, Grotto Trail",true,1,0,false,,"Circle X Ranch, Santa Monica Mountains National Recreation Area, Ventura, California, United States",34.0989933333,-118.92837,,,,,California Newt,Taricha torosa,California Newt,Amphibia,27818
3344425,2016-05-16,2016-05-16,,Eastern Time (US & Canada),false,2061,kgarner,2016-05-31 02:13:20 UTC,2016-06-15 17:41:29 UTC,research,,http://www.inaturalist.org/observations/3344425,https://static.inaturalist.org/photos/3862383/medium.JPG?1464660866,"","Circle X Ranch, Grotto Trail  found this dead newt floating when i moved some of the algae looking for more aquatic insects near where I took the photo of the water striders",true,1,0,false,,"Circle X Ranch, Santa Monica Mountains National Recreation Area, Ventura County, US-CA, US",34.098956,-118.928572,,,,,California Newt,Taricha torosa,California Newt,Amphibia,27818
3352126,Tue May 31 2016 17:13:33 GMT-0700 (PDT),2016-05-31,2016-06-01 00:13:33 UTC,Pacific Time (US & Canada),false,249444,gehrke62,2016-06-01 01:34:34 UTC,2016-10-13 00:05:58 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/3352126,https://static.inaturalist.org/photos/3871682/medium.jpg?1464744887,,,false,2,0,false,3,"Temescal Gateway Park, Los Angeles, CA, US",34.0557541108,-118.5279019114,208,,,,California Newt,Taricha torosa,California Newt,Amphibia,27818
3357787,Tue May 31 2016 13:06:26 GMT-0700 (PDT),2016-05-31,2016-05-31 20:06:26 UTC,Pacific Time (US & Canada),false,194227,samiwhitcher,2016-06-01 19:35:55 UTC,2016-06-03 22:33:26 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/3357787,https://static.inaturalist.org/photos/3877469/medium.jpg?1464809764,,,false,1,0,false,3,"Cleveland National Forest, Corona, CA, US",33.833195,-117.6231,,,,,California Newt,Taricha torosa,California Newt,Amphibia,27818
3365528,Thu Jun 02 2016 09:12:18 GMT-0700 (PDT),2016-06-02,2016-06-02 16:12:18 UTC,Pacific Time (US & Canada),false,244047,chong2,2016-06-02 19:33:33 UTC,2016-06-03 22:22:55 UTC,research,,http://www.inaturalist.org/observations/3365528,https://static.inaturalist.org/photos/3886033/medium.jpg?1464896026,,,true,3,0,false,3,"Angeles National Forest, La Cañada Flintridge, CA, US",34.211475,-118.019525,,,,,California Newt,Taricha torosa,California Newt,Amphibia,27818
3371901,2016-06-02,2016-06-02,,Pacific Time (US & Canada),false,245952,evaz,2016-06-03 19:01:43 UTC,2016-10-12 23:58:52 UTC,needs_id,CC-BY-NC,http://www.inaturalist.org/observations/3371901,https://static.inaturalist.org/photos/3893261/medium.JPG?1464980505,"","",true,3,0,false,,la canada flintridge,34.2115361111,-118.0195166667,,,,,California Newt,Taricha torosa,California Newt,Amphibia,27818
3373051,2016-06-03,2016-06-03,,Pacific Time (US & Canada),false,101307,austinxuscerp,2016-06-03 21:07:42 UTC,2016-06-03 22:07:27 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/3373051,https://static.inaturalist.org/photos/3894868/medium.JPG?1464988065,"","",false,1,0,false,,sturtevant falls,34.211607,-118.019774,3514,,,,California Newt,Taricha torosa,California Newt,Amphibia,27818
3440203,Sat Jun 11 2016 16:43:01 GMT-0700 (PDT),2016-06-11,2016-06-11 23:43:01 UTC,Pacific Time (US & Canada),false,140604,ll_mill_j,2016-06-12 03:24:11 UTC,2016-06-13 16:45:21 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/3440203,https://static.inaturalist.org/photos/3987599/medium.jpg?1465701862,,"I saw this guy at Monrovia Canyon Park in Monrovia, California in the San Gabriel Mountain range. ",true,1,0,false,3,"Monrovia Canyon Park, Monrovia, CA, US",34.1764414133,-117.989463226,305,,,,California Newt,Taricha torosa,California Newt,Amphibia,27818
3448095,2016/06/12 10:00 AM -0700,2016-06-12,2016-06-12 17:00:00 UTC,Arizona,false,12809,cedric_lee,2016-06-13 04:20:22 UTC,2016-06-13 18:42:20 UTC,research,CC-BY-NC-ND,http://www.inaturalist.org/observations/3448095,https://static.inaturalist.org/photos/3998607/medium.JPG?1465786185,"","",false,1,0,false,,"Glendora, CA, USA",34.1636327291,-117.8164558415,210,,,,California Newt,Taricha torosa,California Newt,Amphibia,27818
3448263,2016-04-24,2016-04-24,,Pacific Time (US & Canada),false,252870,jennysita_iyer,2016-06-13 05:04:25 UTC,2016-07-26 07:59:42 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/3448263,https://static.inaturalist.org/photos/4000041/medium.JPG?1465794268,California Newt,A friend told us these guys were in this canyon. Explored there in late January and didn't seen any. Went back in April and saw two after lots of searching near the creek.,false,2,0,false,,"Tin Mine Canyon, Cleveland National Forest, Calif.",33.835685,-117.619768,55,,,,California Newt,Taricha torosa,California Newt,Amphibia,27818
3454306,2016/06/13 2:05 PM -0700,2016-06-13,2016-06-13 21:05:00 UTC,Arizona,false,12809,cedric_lee,2016-06-14 05:11:35 UTC,2016-06-18 17:11:17 UTC,research,CC-BY-NC-ND,http://www.inaturalist.org/observations/3454306,https://static.inaturalist.org/photos/4007849/medium.JPG?1465875910,"",,false,3,0,false,,"Angeles MRCA Open Space, Los Angeles, California, United States",34.2163888889,-118.1461111111,,,,,California Newt,Taricha torosa,California Newt,Amphibia,27818
3454345,2016/06/13 3:44 PM -0700,2016-06-13,2016-06-13 22:44:00 UTC,Arizona,false,12809,cedric_lee,2016-06-14 05:11:58 UTC,2016-06-18 17:11:32 UTC,research,CC-BY-NC-ND,http://www.inaturalist.org/observations/3454345,https://static.inaturalist.org/photos/4007978/medium.JPG?1465876378,"",,false,3,0,false,,"Angeles MRCA Open Space, Los Angeles, California, United States",34.2191666667,-118.1419444444,,,,,California Newt,Taricha torosa,California Newt,Amphibia,27818
